Sample_ID,I_Ca_umol_per_mol,Mg_Ca_mmol_per_mol,delta13C,delta18O,Age_Ma,Reference,DOI
GR9-286.5,0,0.01,5.01,-6.6,796.41,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-284.6,0,0.01,5.13,-5.78,796.45,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-280.2,0,0.01,5.4,-7.2,796.55,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-279,0,0.01,4.9,-7.52,796.62,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-276,0.07,0.01,4.99,-5.88,797.15,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-274,0,0.01,4.75,-7.08,797.6,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-258,0,0.01,4.62,-8.71,797.23,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-256.9,0.07,0.01,5.03,-5.25,797.38,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-255.9,0,0.01,,,797.42,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-251.3,0.78,0.53,6.35,-3.83,799.08,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-250,0.59,0.29,6.04,-6.08,799.11,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-200.7,0.47,0.54,6.74,-3.75,799.16,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-199.8,0.49,0.34,5.58,-6.82,799.34,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-198.5,0.44,0.03,5.58,-9.58,799.53,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-193.1,0.46,0.04,5.73,-8.65,799.6,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-191.5,0.21,0.01,4.44,-9.17,799.75,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-191.2,0.05,0.01,4.38,-9.34,799.79,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-189,0.05,0.01,4.75,-9.19,799.83,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-178.9,0.07,0.01,4.34,-9.3,799.89,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-177.3,0.08,0.01,4.37,-7.74,799.93,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-175.6,0.26,0.01,4.83,-7.1,799.99,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-174.4,0,0.01,4.8,-9.47,799.97,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-171.2,0.26,0.01,4.36,-4.04,800,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-171.1,0.03,0.01,4.39,-10.17,800.08,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-170.3,0.23,0.01,4.17,-9.98,800.11,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-168.3,0.06,0.01,4.45,-9.86,800.14,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-167.5,0.17,0.03,2.69,-9.67,800.2,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-164.9,0.33,0.05,2.84,-9.67,800.24,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-164.2,0.3,0.03,4.08,-10.38,800.31,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
2302-HPC-1a,0.11,0.06,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1b,0.1,0.21,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1c,0.08,0.03,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1d,0.07,0.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1e,0.11,0.03,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1f,0.08,0.04,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1g,0.08,0.04,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1h,0.08,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1i,0.25,0.03,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1j,0.1,0.06,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-1k,0.11,0.04,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-2a,0.18,0.08,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-2b,0.18,0.13,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-2c,0.14,0.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-2d,0.17,0.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-2e,0.09,0.11,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-2f,0.16,0.11,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-3a,0.12,0.01,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-3b,0.04,0.51,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-3c,0.1,0.01,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-3d,0.01,0.87,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-3e,0.02,0.84,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-3f,0.1,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-4a,0.1,0.01,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-4b,0.11,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-4c,0.1,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-4d,0.14,0.01,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-4e,0.07,0.01,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-4g,0.24,0.01,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-4h,0.13,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-5a,0.09,0.03,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-5b,0.08,0.11,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-5c,0.1,0.03,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-5d,0.16,0.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-5e,0.11,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-5f,0.05,0.38,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-5g,0.1,0.04,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-6a,0.06,0.37,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-6b,0.12,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-6c,0.07,0.48,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-6d,0.08,0.06,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-6e,0,0.88,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2302-HPC-6f,0.1,0.03,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-254-ZJ,0.22,0.17,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-254-ZT,0.18,0.19,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-261-ZJ-DK,0.07,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-261-ZT-DK,0.09,0.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-262-ZJ,0.16,0.01,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-262-ZT,0.13,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-263-ZJ,0.12,0.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-263-ZT,0.07,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-264-ZJ,0.18,0.04,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-264-ZT,0.08,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-266-ZJ,0.26,0.01,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-266-ZT,0.09,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-1G-ZJ,0.02,0.76,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-1G-ZT,0.14,0.07,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-2G-ZJ,0.1,0.02,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-2G-ZT,0.12,0.14,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-3G-ZJ,0.18,0.06,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-3G-ZT,0.09,0.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-6,0.21,0.95,-2.94,-5.87,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-23,0.23,1.04,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-157,0.67,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-158,0.3,0.05,-1.11,-6.3,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-159,0.28,0.11,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-161,0.14,0.11,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-162,0.16,0.18,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-163,0.18,0.1,0.03,-7.98,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-164,0.41,0.2,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-165,0.26,0.31,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-166,0.11,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-167,0.4,0.11,0.17,-8.74,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-24,0.19,1.07,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-168,0.19,0.07,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-169,0.13,0.1,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-170.2,0.11,0.11,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-171,0.05,0.43,0.55,-8.11,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-172,0.13,0.33,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-173,0.05,0.28,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-174,0.11,0.24,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-175,0.3,0.25,0.09,-7.89,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-176,0.38,0.19,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-177,0.31,0.47,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-24.9,0.41,1.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-178,0.11,0.11,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-179,0.45,0.1,0.15,-8.9,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-180,0.07,0.08,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-181,0.19,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-182,0.06,0.18,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-183,0.08,0.31,0.24,-8.22,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-195,0.21,0.13,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-196,0.24,0.11,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-197,0.31,0.34,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-198,0.21,0.12,-0.12,-7.53,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-28,0.66,1.06,-2.81,-5.36,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-199,0.24,0.06,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-200,0.19,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-201,0.13,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-202,0.14,0.05,-0.54,-7.8,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-203,0.2,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-204,0.2,0.07,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-205,0.09,0.05,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-206.5,0.15,0.09,-0.6,-8.63,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-207.8,0.29,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-208.5,0.3,0.04,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-29,0.62,1.06,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-209,0.56,0.09,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-210,0.15,0.08,-1.32,-7.78,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-211,0.02,0.59,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-212,0.05,0.58,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-213,0.05,0.18,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-214,0.1,0.41,-0.25,-7.98,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-215,0.04,0.74,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-216,0.03,0.71,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-217,0.04,0.5,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-218,0.49,0.06,-0.72,-9.92,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-30,0.2,1.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-219,0.37,0.04,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-220,0.44,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-221,0.17,0.01,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-222,0.21,0.02,-0.51,-6.29,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-223,0.45,0.01,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-224,0.24,0.05,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-225,0.24,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-226,0.31,0.03,-0.46,-7.28,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-227,0.17,0.01,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-228,0.06,0.45,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-31,1,1.07,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-229,0.1,0.22,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-230,0.08,0.45,-0.18,-8.76,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-231,0.24,0.04,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-232,0.16,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-235,0.21,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-236,0.27,0.01,-0.94,-9.27,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-238,0.06,0.29,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-240,0.26,0.05,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-242.4,0.3,0.04,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-243,0.23,0.05,-0.91,-8.75,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-32.8,0.17,1.04,-2.71,-5.33,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-244,0.2,0.01,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-245,0.15,0.05,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-246,0.12,0.05,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-247,0.49,0.01,-0.84,-6.68,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-248,0.19,0.05,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-249,0.03,0.52,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-250,0.18,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-251,0.26,0.01,-1.16,-7.76,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-252,0.22,0.26,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-253.2,0.39,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-33,0.12,1.07,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-255,0.17,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-256,0.17,0.01,-0.95,-7.56,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-257,0.13,0.01,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-258,0.14,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-259,0.4,0.04,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-260,0.26,0.03,-0.77,-7.43,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-261,0.1,0.01,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-262,0.45,0.04,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-263,0.13,0.01,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-264,0.26,0.01,-1.05,-7.93,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-33.8,0.06,1.07,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-265,0.16,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-266,0.65,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-267,0.67,0.01,-0.69,-8.29,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-267.8,0.73,0.79,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-269,1.21,0.19,-0.79,-5.37,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-270,1.17,0.04,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-271,1.53,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-272,1.82,0.02,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-271,0.78,0.58,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-272,1.26,0.11,-0.66,-6.16,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-7,0.25,0.97,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-34.9,0.17,1.05,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-273,1.82,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-273.3,1.02,0.39,-2.08,-7.86,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-274,1.6,0.01,-1.12,-5.53,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-274,0.5,0.35,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-275,1.41,0.03,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-276,0.71,0.03,-1.49,-4.97,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-276.8,1.83,0.13,,,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-HPC-TL-277.1,0.83,0.25,-3.61,-7.6,1420,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-1.3,0.97,0.81,-2.49,-6.73,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-1.7,0.49,0.77,-2.57,-6.24,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-35.8,0.03,1.07,-2.56,-5.09,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-3,1.01,0.82,-2.39,-6.62,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-4.1,0.51,0.79,-2.45,-6.54,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-5,1.31,0.79,-2.07,-6.61,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-6.3,0.08,0.83,-2.37,-6.84,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-6.8,0.43,0.76,-2.17,-6.26,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-7,0.67,0.86,-2.62,-6.22,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-8,1.14,0.81,-2.35,-6.25,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-9.4,0.43,0.83,-2.24,-6.2,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-10,0.64,0.79,-1.96,-6.22,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-11,1.24,0.82,-2.09,-5.59,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-37,0.04,1.06,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-12,0.7,0.76,-3.1,-6.25,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-13,0.74,0.94,-2.12,-6.73,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-13.3,0.41,0.92,1.01,1.44,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-14.9,0.55,0.87,-2.38,-8.07,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-15.9,0.97,0.84,-1.91,-6.16,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-17.5,0.06,0.72,-2.51,-6.92,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-19,0.82,0.79,-1.43,-8.56,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-20,1.18,0.82,-1.38,-9.84,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-21,2.8,0.88,-1.43,-6.28,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-22.2,0.51,0.8,-1.91,-8.99,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2307-XLZ-38,0.56,1.04,,,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-23.1,0.52,0.82,-1.48,-6.91,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-24,0.46,0.94,-1.57,-7.64,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-25,0.15,0.92,-1.77,-7.36,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-26,0.54,0.87,-1.6,-7.14,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-26.9,0.97,0.96,-1.34,-7.71,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-31,0.98,0.86,-1.36,-9.44,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
2105-RJZ-31.8,0.5,0.96,-1.53,-6.25,1440,"Xu et al., 2025",https://doi.org/10.1130/B38041.1
